Account Length,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
92,no,yes,23,167.4,83,258.6,129,116.4,110,11.2,3,3.02,4,False
96,no,no,0,197.7,68,250.5,53,181.2,67,10.5,3,2.84,3,False
146,no,no,0,169.5,93,230.9,71,269.8,115,9,7,2.43,2,False
138,yes,yes,17,225.2,116,173.4,88,145.8,99,11.7,4,3.16,0,False
102,no,no,0,174.5,73,213.7,114,164.7,116,10.3,5,2.78,4,False
76,no,no,0,129.7,84,177.5,80,228.9,87,7.5,3,2.03,5,True
99,no,no,0,200,66,107.9,104,233.7,82,11.4,2,3.08,3,False
83,no,yes,36,95.9,87,261.6,105,228.6,109,13.3,4,3.59,0,False
36,no,yes,25,152.8,110,242.8,67,147.4,74,9.1,2,2.46,1,False
70,no,no,0,129.9,102,208.7,133,231.4,93,14.3,3,3.86,1,False
109,yes,no,0,268.4,85,150.6,131,297.9,84,9.7,8,2.62,2,True
100,no,no,0,188.5,152,148.3,115,179.8,88,15.2,5,4.1,2,False
104,no,no,0,170.6,97,162.1,111,210.7,131,6.1,1,1.65,1,False
106,no,no,0,191.4,124,200.7,116,230.1,76,8.2,3,2.21,1,False
84,no,no,0,75.3,96,179.9,113,193.8,134,12.3,1,3.32,1,False
80,no,no,0,149.8,123,276.3,75,241.4,75,10.9,7,2.94,2,False
100,no,no,0,115.9,87,111.3,56,170.2,77,7.1,4,1.92,1,False
99,no,no,0,128.8,86,203.9,105,282.6,131,14.1,4,3.81,2,False
50,no,no,0,131.7,108,216.5,103,196.1,126,11,5,2.97,1,False
105,no,no,0,101.4,48,159.1,119,259.2,53,12.2,2,3.29,1,False
113,no,yes,23,149,104,235.8,67,201.8,76,9.5,5,2.57,4,False
111,no,yes,36,96.8,123,170.6,105,166,85,13.4,4,3.62,2,False
161,no,no,0,107.5,121,256.4,46,247.2,131,12.6,3,3.4,2,False
70,no,no,0,232.8,95,303.4,111,255.6,104,12.9,7,3.48,0,True
97,no,yes,43,121.1,105,260.2,115,222.4,100,8.3,5,2.24,3,False
130,no,no,0,124.3,70,270.7,99,239.5,83,3.5,6,0.95,0,False
92,no,no,0,157.7,101,298.6,100,216.9,99,13.8,3,3.73,1,False
119,no,no,0,124.3,68,207.1,88,157.4,93,14.8,1,4,0,False
115,no,no,0,286.4,125,205.7,74,191.4,141,6.9,6,1.86,1,True
134,no,no,0,141.7,95,205.6,101,218.5,60,8.8,6,2.38,0,False
127,no,yes,25,173,91,245.8,64,300,99,4.8,3,1.3,0,False
80,no,no,0,268.7,120,301,147,167,140,5.8,1,1.57,2,True
153,no,yes,31,218.5,130,134.2,103,118.9,105,9.4,6,2.54,0,False
85,no,no,0,255.3,114,194.6,83,276.6,78,3.7,5,1,3,False
79,no,no,0,41.9,124,211,95,237.9,55,11.4,5,3.08,1,False
35,no,no,0,260.8,87,258.1,78,131.3,123,5.8,2,1.57,1,False
120,no,yes,26,239.4,94,259.4,88,238,132,7.7,3,2.08,0,False
68,no,no,0,226.7,94,168.4,129,188.7,117,10.2,1,2.75,0,False
60,no,no,0,179.3,147,208.9,89,248.2,98,13.5,6,3.65,1,True
120,no,no,0,158,110,197,103,154.9,132,10,5,2.7,1,False
71,no,yes,23,175.7,82,258.9,136,268.4,154,14.1,7,3.81,1,False
124,no,no,0,157.4,107,167.8,112,188.8,102,8.8,3,2.38,3,False
23,no,no,0,113.1,74,168.8,95,262.9,126,6.9,2,1.86,1,True
225,no,no,0,182.7,142,246.5,63,218,103,8.8,2,2.38,1,False
181,yes,no,0,161.3,83,124.4,83,262,98,14.1,3,3.81,0,True
63,no,no,0,142.5,92,208.3,102,228.9,120,7.5,2,2.03,2,False
54,yes,no,0,190.5,108,259.7,108,141.5,111,9.7,2,2.62,2,True
80,yes,yes,15,159.3,110,170.6,120,141.2,82,11.9,5,3.21,1,False
118,yes,yes,39,153.8,106,123.3,111,117.8,103,9.2,6,2.48,1,False
42,yes,no,0,180.7,127,174.6,94,165.3,114,12,6,3.24,2,False
134,no,no,0,202.7,105,224.9,90,253.9,108,12.1,7,3.27,0,False
66,no,yes,35,190.8,100,261.3,93,209.5,108,8.9,6,2.4,0,False
66,no,no,0,205.1,102,232.7,109,259.9,95,9.2,6,2.48,2,False
127,no,yes,28,235.6,124,236.8,113,241.2,127,7.7,2,2.08,1,False
146,no,no,0,189.3,77,155.9,128,186,83,7.4,3,2,0,False
93,no,yes,42,166.9,101,273.2,84,171,106,11.5,1,3.11,1,False
77,no,no,0,245.2,87,254.1,83,239.4,91,7.5,4,2.03,0,True
111,no,no,0,132.6,125,221.1,67,127.9,101,12.7,2,3.43,4,True
125,no,no,0,182.3,64,139.8,121,171.6,96,11.6,7,3.13,2,False
115,no,yes,14,192.3,86,88.7,90,229.4,120,10.5,3,2.84,2,False
115,yes,no,0,122,110,220.2,100,179.7,124,10.8,2,2.92,2,True
114,no,no,0,193,101,250,81,133.3,79,9.6,2,2.59,2,False
106,no,no,0,158.6,112,220,114,252.9,106,9.1,3,2.46,0,False
118,no,yes,39,91.5,125,219.9,113,229,99,12.7,8,3.43,2,False
59,no,no,0,153.6,92,205.5,88,114.5,89,12.5,10,3.38,1,False
87,yes,yes,40,221.6,79,157.1,74,222.4,124,11.5,3,3.11,1,False
21,no,no,0,244.7,81,168,117,281.5,87,6.6,1,1.78,1,False
142,no,yes,24,239.8,103,285.9,65,256.7,106,9.5,4,2.57,0,False
62,no,no,0,172.4,132,230.5,100,228.2,109,11,5,2.97,0,False
149,no,no,0,242.5,83,245.4,97,219.6,80,10,3,2.7,3,True
54,no,yes,39,117.6,82,159.2,60,236.4,113,11.3,10,3.05,2,False
112,no,no,0,174.5,127,259.3,71,170.5,120,11.3,7,3.05,1,False
68,no,no,0,157.3,83,220.9,85,218.9,129,12,7,3.24,1,False
201,no,yes,21,192,97,239.1,81,116.1,125,15.1,3,4.08,1,False
88,no,no,0,218.2,76,169.3,60,141.1,99,8,1,2.16,1,False
85,no,yes,29,144.6,97,140,102,165.4,148,10.9,3,2.94,1,False
51,yes,no,0,153.6,108,232.9,85,214.2,92,14.1,4,3.81,0,True
45,no,yes,29,135.8,104,222.5,101,235.6,92,7.9,6,2.13,2,False
116,no,no,0,160.7,69,146.8,106,287.8,144,8.2,5,2.21,0,False
146,no,yes,31,202.5,91,241.4,108,169.6,77,7.8,2,2.11,1,False
63,no,yes,34,152.2,119,227.1,91,195.7,103,12.3,5,3.32,1,False
133,no,no,0,227.4,90,73.2,135,114.3,99,4.7,7,1.27,0,False
125,no,no,0,191.6,115,205.6,108,210.2,123,9.2,3,2.48,2,False
72,no,no,0,138.9,111,211.6,102,179.5,91,10.8,3,2.92,1,False
130,no,no,0,127,102,206.9,107,231.7,99,6.1,6,1.65,0,False
97,no,no,0,168.6,87,259.2,105,279.8,123,7.3,4,1.97,1,False
54,no,no,0,286.6,73,223.2,108,203.7,107,11.5,5,3.11,1,True
160,no,yes,29,164.6,121,262.8,108,123.8,131,15.2,4,4.1,1,False
79,no,no,0,144,90,135.8,91,212.4,129,13,4,3.51,1,False
92,no,yes,47,141.6,95,207.9,130,203.6,95,10.2,11,2.75,0,False
59,no,no,0,204.3,65,247.3,123,214.7,94,12,4,3.24,1,False
132,no,no,0,163.2,80,167.6,90,87.5,90,6.2,10,1.67,1,False
21,no,no,0,225,110,244.2,111,221.2,93,10.7,4,2.89,0,False
93,no,no,0,176.1,103,199.7,130,263.9,96,8.5,6,2.3,2,False
147,no,yes,36,254.2,78,228.1,105,98,125,13.8,7,3.73,5,False
101,no,no,0,174.9,105,262,75,210,93,8.5,5,2.3,1,False
125,yes,no,0,187.3,118,160.7,111,263.8,112,9.6,2,2.59,0,True
63,no,no,0,211.8,84,230.9,137,217.1,99,10.7,9,2.89,3,False
107,no,no,0,241.9,102,126.9,117,185.6,92,11.7,6,3.16,0,False
110,no,no,0,196.1,103,199.7,123,135.9,71,12.9,1,3.48,3,False
83,no,no,0,231.3,100,210.4,84,217.4,106,12.4,2,3.35,3,False
117,no,no,0,161.6,104,196.3,119,294.8,111,13.8,2,3.73,1,False
124,no,no,0,194,103,241,116,227.5,153,11.9,5,3.21,0,False
115,no,no,0,109.7,148,223.8,87,240.3,96,15.4,8,4.16,3,False
156,yes,no,0,277,119,238.3,106,94.4,96,8.3,3,2.24,1,False
89,no,no,0,192.1,83,163.6,88,169.7,138,6.1,3,1.65,0,False
72,no,no,0,198.4,147,216.9,121,112.8,125,13.1,4,3.54,0,False
101,no,yes,42,209.2,82,159.7,74,181.6,100,9.5,3,2.57,0,False
53,no,no,0,184.8,98,216.4,125,141.1,116,18.4,3,4.97,2,False
116,no,no,0,167.8,119,142,123,190.7,128,7.3,4,1.97,2,False
78,no,no,0,139.2,140,191.4,113,286.5,125,11.8,3,3.19,3,False
117,no,yes,17,221.3,82,167.6,100,262.7,87,4.4,4,1.19,0,False
56,no,no,0,121.6,84,165.3,115,243.9,95,8.9,2,2.4,1,False
123,no,yes,39,270.4,99,245.1,110,108.9,113,15.4,7,4.16,1,False
127,no,no,0,139.6,94,240.9,112,127.1,88,8.8,4,2.38,2,False
116,no,yes,23,253,78,138.9,121,277.8,104,11.8,3,3.19,2,False
138,no,yes,26,183.9,83,240.7,93,185.7,125,15,3,4.05,1,False
120,no,no,0,203.3,108,259.9,66,115.9,103,7.8,2,2.11,3,False
102,no,no,0,200.6,106,152.5,127,199.4,128,7.7,2,2.08,3,False
95,no,no,0,167.6,96,176,89,250.9,113,13.4,6,3.62,2,False
102,no,no,0,156.5,67,204.3,103,141.9,72,9.9,2,2.67,2,False
89,no,yes,25,215.1,140,197.4,69,162.1,117,10.6,10,2.86,1,False
50,no,no,0,301.7,82,167.1,118,72.2,89,10.5,6,2.84,1,False
93,no,yes,42,152.3,90,267.5,102,266.9,130,11.3,5,3.05,7,False
68,no,no,0,195.4,116,212.1,101,138.4,134,15.1,11,4.08,1,False
70,no,no,0,208.7,97,275.5,83,182.5,122,8,3,2.16,2,False
138,no,yes,29,190.1,87,223.2,123,256.2,130,14.2,6,3.83,0,False
141,no,yes,37,185.4,87,178.5,128,218.3,107,8,3,2.16,4,False
112,no,yes,17,183.2,95,252.8,125,156.7,95,9.7,3,2.62,0,False
117,yes,no,0,54.2,100,303.2,84,171.8,84,8.6,2,2.32,1,True
1,no,yes,26,208,115,185,113,177.7,144,8.1,9,2.19,1,False
70,no,no,0,230.3,110,77.9,87,247.1,105,13.2,4,3.56,1,False
87,no,yes,22,240.8,102,75.9,106,224.6,115,7.1,3,1.92,2,False
52,no,yes,21,195.7,119,106.2,95,157.4,94,5.3,3,1.43,2,False
97,no,no,0,276.1,82,201.1,106,231.3,73,8.9,4,2.4,0,True
105,no,no,0,166.1,93,175.9,106,243.5,55,16.2,3,4.37,2,False
77,no,yes,28,135.9,117,244.5,102,207.5,74,11.5,3,3.11,4,True
80,yes,no,0,189.1,122,223.2,92,269,116,13.9,3,3.75,2,True
120,no,yes,43,177.9,117,175.1,70,161.3,117,11.5,4,3.11,1,False
54,no,yes,39,143.9,73,210.3,117,129.2,117,12.5,8,3.38,2,False
148,yes,no,0,148.2,138,159.6,123,197.4,62,8.6,3,2.32,2,False
119,no,no,0,287.1,115,159.3,99,216.8,86,13.9,1,3.75,2,True
162,no,yes,26,179.7,144,218.1,129,212.3,105,9.3,8,2.51,1,True
85,no,no,0,165.8,96,190,141,144,116,10.9,3,2.94,5,True
101,no,yes,25,144.1,144,167.6,105,240,107,14.5,3,3.92,1,False
172,no,no,0,172.5,85,253.1,71,221.6,113,5.9,6,1.59,0,False
80,no,no,0,199.8,138,167.1,91,271.8,94,5.5,4,1.49,1,False
67,no,no,0,109.1,134,142.3,76,91.2,86,10.9,5,2.94,2,False
86,no,no,0,171.8,106,301.7,44,139.4,108,9.7,5,2.62,1,False
107,no,no,0,222.3,101,286,111,249.4,117,12.1,4,3.27,1,True
133,no,no,0,245.8,102,264.7,90,111.7,103,11.2,7,3.02,0,False
116,no,no,0,164.6,110,270.6,103,230.4,109,8,3,2.16,0,False
63,no,no,0,211.7,107,271.7,77,203.3,108,7.4,7,2,0,False
119,yes,yes,16,147.2,103,160.1,96,184,120,7.7,2,2.08,0,True
133,yes,no,0,254.7,103,252.2,80,178.1,103,8,3,2.16,0,True
94,yes,no,0,170.1,113,271.8,94,110.7,78,8.7,4,2.35,1,False
69,no,no,0,195.1,91,261.5,57,203.8,90,11.4,5,3.08,0,False
146,no,no,0,149.3,83,187.1,130,149.8,100,7.9,4,2.13,7,True
119,no,no,0,81.9,75,253.8,114,213.1,125,8.9,1,2.4,2,True
142,yes,yes,25,191.1,109,149.6,120,227.8,60,9.8,3,2.65,0,False
123,no,no,0,206.9,115,224.4,86,197.4,60,8.3,2,2.24,3,False
101,no,no,0,239,156,273,106,278.2,93,13.5,8,3.65,1,True
43,no,no,0,179.3,97,252.7,126,227.5,114,8,5,2.16,0,False
69,no,no,0,185.3,91,219.1,88,243.6,107,5.5,5,1.49,0,False
15,yes,no,0,141.4,80,123.9,76,323.5,88,8.1,3,2.19,2,False
107,no,yes,25,248.6,91,119.3,115,194.3,83,12,1,3.24,1,False
67,no,no,0,152.5,131,252.4,107,185.4,104,4.9,3,1.32,2,False
99,no,no,0,145.6,102,230.9,87,181.5,86,11.4,7,3.08,1,False
46,no,no,0,164.2,116,196.2,153,236.1,119,8.1,1,2.19,1,False
55,yes,no,0,221,115,165.4,97,235.4,117,9.7,4,2.62,1,False
39,no,no,0,295.4,126,232.1,117,204.4,123,11.5,2,3.11,1,True
92,no,no,0,139.8,98,174.9,143,201.6,135,9.4,7,2.54,2,False
56,no,no,0,162.3,99,149.1,78,255.5,115,14.8,1,4,4,True
76,no,no,0,272.7,97,236.4,95,235.5,105,7.7,2,2.08,0,True
132,yes,yes,33,200.3,75,226.6,67,198.8,91,12.9,3,3.48,2,False
140,no,yes,28,157.1,77,172.4,97,184.5,94,11.1,9,3,1,False
51,yes,yes,12,135.8,60,200.6,134,192.4,98,12.3,7,3.32,2,False
27,no,no,0,236.7,110,231.9,92,164.7,85,12.7,6,3.43,1,False
224,no,no,0,111.4,133,175,66,217.2,106,5.5,6,1.49,3,False
105,yes,yes,28,156.1,89,107.1,114,167.7,95,14.7,3,3.97,0,True
117,no,no,0,191.1,93,282.8,56,84.8,118,12,4,3.24,2,False
91,no,no,0,153,123,141.1,127,171.5,76,10.3,15,2.78,1,True
135,no,no,0,218.8,123,242.8,64,85.8,80,10.3,3,2.78,4,False
146,no,no,0,205.4,101,134.9,77,310.5,83,10.3,2,2.78,3,False
147,yes,no,0,225.2,111,184.9,98,143.2,146,9.9,1,2.67,0,True
68,no,no,0,249.9,127,254.5,118,273.2,98,8.9,6,2.4,2,True
68,no,no,0,131.6,89,137,109,256.3,107,10.2,5,2.75,3,False
86,no,yes,21,197.9,99,165.6,100,208,120,10.1,9,2.73,0,False
131,no,no,0,166.5,129,210.2,107,257.2,93,9.9,5,2.67,1,False
86,no,yes,29,225.4,79,187.1,112,281.1,112,12.9,3,3.48,1,False
159,no,no,0,275.8,103,189.5,108,223.9,93,7.4,5,2,2,True
134,no,yes,40,142.9,105,88.6,61,290,96,10.8,6,2.92,1,False
113,no,no,0,207.2,113,256,80,211,87,9.9,1,2.67,1,False
132,no,no,0,206.2,100,211.2,118,196.2,122,10.2,6,2.75,1,False
85,no,no,0,210.3,66,195.8,76,221.6,82,11.2,7,3.02,1,False
93,yes,yes,38,225.7,117,119.6,122,193.2,125,14,7,3.78,1,True
174,no,yes,33,167.8,91,205.3,91,130,132,14.5,4,3.92,4,True
61,no,no,0,197.7,118,152.2,96,221,93,7,3,1.89,2,False
91,no,yes,39,169.8,105,65.2,116,144.4,92,10.9,4,2.94,1,False
88,no,yes,28,190.6,104,237.3,105,211.6,116,9.8,1,2.65,2,False
88,no,yes,45,80.3,140,153.3,101,309.2,123,12.8,3,3.46,2,False
195,no,yes,36,231.7,110,225.1,88,201.7,89,12.1,2,3.27,0,False
182,no,no,0,69.1,114,230.3,109,256.7,96,6.5,4,1.76,0,False
118,no,no,0,188.8,60,217.4,64,220.1,100,8.2,7,2.21,4,False
103,no,no,0,150.6,125,169.1,126,221.2,104,10.4,8,2.81,8,True
65,no,no,0,192,89,139.5,88,187.4,102,5.5,4,1.49,2,False
61,no,yes,25,163.7,78,113.2,112,134.1,118,9.9,3,2.67,3,False
172,no,no,0,211.7,100,198.7,101,301.7,136,6.5,9,1.76,1,False
72,no,no,0,175.5,103,132.3,120,242.9,96,11.8,3,3.19,1,False
113,no,no,0,150.1,120,200.1,85,266.7,105,11,3,2.97,2,False
177,no,no,0,189.5,99,176.3,117,225.9,112,14.2,2,3.83,1,False
100,no,no,0,70.8,94,215.6,102,230.8,125,9.5,1,2.57,6,True
67,no,no,0,215.5,102,190.7,95,214.5,106,8.6,6,2.32,1,False
136,no,no,0,101.7,105,202.8,99,136.2,119,9.4,6,2.54,3,False
71,no,no,0,258.4,132,126.8,119,182.4,87,9.7,8,2.62,4,False
134,no,no,0,242.4,126,152.9,115,318.3,115,11.8,6,3.19,1,False
124,no,no,0,131.8,82,284.3,119,305.5,101,11.3,2,3.05,1,False
84,no,no,0,190.2,102,197.7,141,247.5,102,9.8,6,2.65,2,False
39,no,no,0,154.1,104,204.2,112,196.2,92,9.8,4,2.65,2,False
110,no,no,0,188,127,90.5,118,150.3,64,15.3,3,4.13,3,False
102,no,no,0,103.1,70,275,129,141.1,92,11.2,5,3.02,1,False
70,no,no,0,175.4,130,159.5,130,260.6,96,11.6,4,3.13,0,False
142,no,no,0,145.4,93,209.1,98,214,96,10.9,1,2.94,1,False
81,yes,no,0,250.6,85,187.9,50,120.3,131,7.8,5,2.11,1,False
17,no,no,0,161.5,123,214.2,81,315,106,8.6,5,2.32,1,False
119,no,no,0,260.1,101,256.5,68,229.1,89,10,2,2.7,1,True
105,no,no,0,281.3,124,301.5,96,202.8,109,8.7,3,2.35,0,True
108,yes,yes,42,130.1,90,167,128,244.7,80,13.6,5,3.67,3,True
90,no,no,0,102,118,113.3,134,188.6,105,11.4,3,3.08,2,False
100,no,yes,33,218.7,104,155,144,99,117,12.1,4,3.27,1,False
155,no,yes,30,128.5,86,188.4,91,254.4,85,6.8,6,1.84,1,False
113,no,no,0,128.7,100,227.1,67,178.1,135,9.2,4,2.48,2,True
123,no,no,0,172.2,92,162.6,76,250.3,101,8.7,4,2.35,1,False
145,no,no,0,199.2,124,126,86,289.2,135,7.6,3,2.05,1,False
42,no,no,0,184.5,98,200.5,93,279.2,91,8.8,3,2.38,2,False
125,no,no,0,168.6,99,175.6,107,243.3,92,10.9,7,2.94,0,False
131,no,yes,30,174,118,205.3,81,218.2,90,6.7,3,1.81,1,False
107,no,no,0,230.4,65,257.4,80,107.3,88,8.5,3,2.3,1,False
48,no,no,0,198.2,73,202.8,115,146.4,73,5.1,5,1.38,1,False
76,no,no,0,186.1,96,211.6,100,230.6,100,8,4,2.16,0,False
128,no,no,0,148.5,105,243,106,255.2,114,6.8,2,1.84,1,False
73,no,no,0,157.1,109,268.8,83,181.5,91,10,8,2.7,0,False
52,no,no,0,155,110,133.4,104,176.1,84,7,4,1.89,4,True
126,yes,yes,26,129.3,123,176.5,114,154.5,102,9.6,7,2.59,1,False
124,no,no,0,188.5,77,182,123,218.2,127,6.1,6,1.65,1,False
137,no,no,0,208.8,120,225.3,100,221.6,130,11.1,5,3,0,False
71,no,no,0,238,82,278.5,94,193.1,134,11.8,10,3.19,0,True
139,no,no,0,211.1,103,206.9,108,193.9,70,5.6,4,1.51,0,False
107,no,yes,30,198.9,87,207,90,159.8,76,12.6,4,3.4,3,False
147,no,no,0,212.8,79,204.1,91,156.2,113,10.2,2,2.75,1,False
116,no,no,0,137.4,126,120,94,130.3,64,12.4,2,3.35,3,False
60,no,yes,31,191.8,75,267.8,135,200.5,62,12.8,3,3.46,2,False
38,no,no,0,149,92,49.2,78,163.3,93,13.9,11,3.75,0,False
63,no,no,0,117.1,118,249.6,90,162.2,84,11.1,4,3,3,False
94,no,no,0,108,79,241.9,152,252.1,92,10.4,3,2.81,3,False
131,no,no,0,112.8,133,199.4,116,142.7,105,10.1,5,2.73,0,False
158,no,no,0,175.9,105,188.3,88,188.3,98,11,6,2.97,1,False
139,no,no,0,236.6,109,169.9,107,212.3,118,11.1,2,3,1,True
77,no,no,0,169.4,102,184.9,144,234.3,89,2,7,0.54,1,False
140,no,no,0,129.6,79,246.2,99,172.1,124,9.4,10,2.54,3,False
72,no,no,0,177.1,97,184.7,105,174.1,94,8,6,2.16,1,False
52,no,yes,20,133.3,63,184.1,123,272.9,107,13.5,2,3.65,1,False
103,no,no,0,167.8,121,212.9,123,208.2,73,13,3,3.51,5,False
74,no,yes,32,174.6,107,310.6,115,234.7,92,9,4,2.43,1,False
124,no,no,0,150.3,101,255.9,112,136.7,62,12.5,4,3.38,2,False
85,no,yes,21,283.2,110,239.7,108,149.5,80,6.3,1,1.7,5,False
113,no,yes,20,157.8,83,161.5,56,271.5,100,8.7,2,2.35,5,True
71,no,no,0,141.2,132,149.1,90,171.4,72,7,2,1.89,2,False
177,no,yes,27,230.2,106,196.1,78,215.4,108,10.4,2,2.81,1,False
49,yes,no,0,237.8,92,208.9,119,167.8,86,15.6,6,4.21,2,True
106,yes,no,0,204,84,168.5,61,164,102,13.3,3,3.59,3,True
60,no,no,0,221.1,106,178.6,48,202.7,90,7.4,3,2,1,False
43,no,no,0,177.2,93,142.6,60,314.1,144,12.7,2,3.43,4,False
66,no,no,0,118,133,248.1,99,214.4,122,5.3,5,1.43,1,False
125,no,no,0,163.8,73,255.6,85,192.9,95,15.7,4,4.24,0,False
114,no,yes,4,141.3,96,230.4,88,223.7,85,9.4,3,2.54,3,False
112,no,no,0,272.5,119,226.1,94,159.1,94,16.4,5,4.43,3,True
101,no,yes,16,118.9,112,228.3,97,180.1,111,8.2,5,2.21,2,False
70,no,no,0,7.9,100,136.4,83,156.6,89,12.1,1,3.27,0,False
59,no,no,0,159.5,96,167.2,123,138.6,106,10.2,4,2.75,0,False
59,no,no,0,150.2,70,185.7,98,212.5,128,12.1,2,3.27,1,False
124,no,yes,30,144.5,35,262.3,101,226.5,82,12,7,3.24,2,False
99,no,no,0,140.7,88,210.9,98,229.9,125,12.4,4,3.35,2,False
150,no,no,0,169.2,123,216.8,83,179.4,107,12.6,3,3.4,1,False
81,no,no,0,220.8,77,148.5,87,183.9,100,7.6,3,2.05,2,False
86,no,no,0,216.3,96,266.3,77,214,110,4.5,3,1.22,0,False
84,no,no,0,169.5,96,157.6,94,98.2,70,10.6,7,2.86,0,False
118,no,yes,35,256.3,119,258.1,91,215.5,130,11.7,1,3.16,1,False
89,no,no,0,179.7,128,299.8,92,185.3,120,7.6,3,2.05,1,False
93,no,no,0,266,120,130.1,84,165.8,63,13.1,6,3.54,3,False
85,no,no,0,96.7,97,193.8,95,171.7,88,9.7,3,2.62,2,False
160,no,no,0,82.7,116,194.6,95,159,54,10.9,9,2.94,0,False
28,no,no,0,168.2,87,161.7,92,192.4,112,10.1,3,2.73,3,False
73,no,no,0,286.4,109,178.2,67,214.2,152,10.7,14,2.89,1,True
156,no,no,0,174.3,95,186.6,128,258.2,105,12.9,5,3.48,3,False
33,yes,no,0,190.6,100,161.7,104,189.9,136,13,6,3.51,1,False
77,no,no,0,175.5,86,205.1,78,245.2,100,17.8,3,4.81,4,False
119,no,no,0,133.4,102,204.6,71,196.9,103,11.1,7,3,1,False
91,no,yes,27,204.6,96,136,93,210.5,82,6.6,2,1.78,3,False
102,no,no,0,242.2,88,233.2,89,188.5,121,6.2,6,1.67,3,False
86,no,yes,33,253.1,112,210.1,94,95,98,11.9,4,3.21,3,False
82,no,no,0,130,110,185.3,88,178.7,105,8.3,4,2.24,0,False
89,no,no,0,105.9,151,189.6,142,170.9,67,12.7,7,3.43,0,False
86,no,no,0,194.2,98,193.8,95,192,123,9.3,7,2.51,3,False
134,no,no,0,183.8,111,123.5,92,160.7,105,6.1,2,1.65,1,False
92,no,no,0,196.5,82,190,89,163.2,99,10.8,2,2.92,2,False
87,no,no,0,184.5,81,172,103,183.4,96,13.7,3,3.7,3,False
64,no,no,0,261.9,113,148.1,99,145.2,74,13.8,4,3.73,0,False
80,no,no,0,202.4,118,260.2,67,177.4,112,9.2,5,2.48,3,False
165,no,yes,39,167.4,113,172.7,94,192.6,113,9.5,4,2.57,3,False
153,no,yes,22,167.7,104,246.8,91,203.9,117,7.5,11,2.03,1,False
41,no,yes,30,191.7,109,193,86,149.4,93,11.1,4,3,1,False
108,no,no,0,240.2,78,230.3,109,217,83,5.2,1,1.4,2,False
104,no,yes,26,189.1,112,178.2,97,199.3,104,11.1,4,3,1,False
115,no,no,0,127.7,67,182.9,90,172.9,92,10.6,7,2.86,1,False
87,no,no,0,205.2,106,99.5,122,189.5,75,13.4,3,3.62,1,False
159,no,yes,23,153.6,93,216.9,88,161.3,91,12.6,3,3.4,2,False
119,no,no,0,154.5,129,193.6,87,180.9,145,13.4,3,3.62,2,False
69,no,no,0,153.7,109,194,105,256.1,114,14.1,6,3.81,1,False
87,yes,yes,36,171.2,138,185.8,102,227.6,97,10.8,3,2.92,1,False
93,no,no,0,328.1,106,151.7,89,303.5,114,8.7,3,2.35,1,True
154,yes,no,0,145.9,69,208.2,141,180.9,106,14.4,10,3.89,0,True
57,no,yes,37,201.2,76,280.1,122,154.2,110,11.8,1,3.19,1,False
130,no,no,0,139.1,72,246,112,207.2,121,11.4,9,3.08,5,False
151,no,no,0,118.9,128,278.3,65,194.8,61,13.2,10,3.56,2,False
162,no,no,0,217.6,87,279,71,250.7,65,10.4,4,2.81,2,True
60,no,no,0,145,133,209.1,92,328.5,112,14.6,2,3.94,1,False
81,no,no,0,203.5,89,289.6,69,212.9,71,8.7,3,2.35,3,False
132,no,no,0,240.1,115,180.4,91,133.4,122,8,6,2.16,3,False
86,no,no,0,83.8,121,240.2,96,158.6,108,6.7,8,1.81,1,False
136,no,no,0,269.8,106,228.8,101,257.5,106,10.1,8,2.73,1,True
121,no,yes,21,126.3,84,209.6,102,192.5,129,10.6,2,2.86,1,False
105,no,yes,15,88.1,125,175.9,142,269.9,85,9.7,1,2.62,2,False
105,no,yes,34,218.5,61,196.7,74,151.1,103,9.9,4,2.67,2,False
51,no,yes,26,236.8,61,263.4,97,181.1,91,11.2,8,3.02,1,False
64,no,no,0,124.1,117,192.8,108,162.9,84,6.4,5,1.73,3,False
80,yes,yes,30,184.2,132,167.5,109,212.8,114,10,10,2.7,0,False
56,no,no,0,222.7,133,277,89,101.8,94,13.6,4,3.67,4,False
120,no,no,0,149.2,98,193.6,88,248.9,119,11.1,5,3,1,False
103,no,no,0,206.5,125,180.2,113,220.6,95,12.2,4,3.29,3,False
164,no,yes,27,159.7,102,168.8,113,244.1,127,9.6,9,2.59,3,False
116,no,yes,27,204.7,118,209.4,91,212.9,67,7,2,1.89,2,False
121,no,no,0,213.2,79,120.7,116,244.4,102,7.5,4,2.03,1,False
55,yes,no,0,269.6,121,171.7,91,219,98,8.2,6,2.21,1,False
183,no,no,0,116.7,92,213.8,112,214.3,112,9.7,6,2.62,2,False
104,no,no,0,263.4,101,235.5,117,102,146,13,4,3.51,0,False
90,no,no,0,140.2,97,213.9,102,120,126,7.1,2,1.92,1,False
82,no,no,0,197.7,101,127.6,83,142.1,103,13.5,3,3.65,1,False
101,no,no,0,136.2,92,220.9,110,196.9,116,13.3,7,3.59,3,False
9,no,yes,16,88.5,87,178.8,108,228.7,96,11.5,3,3.11,2,False
97,no,no,0,215.3,58,242.4,91,279.8,105,12.1,9,3.27,0,False
